Result,Reason,Name,SID,TCID,SUCCESS,IMPACT,ParameterSet,ego_vx(t0),obst_vx(t0),rel_vx(t0),ego_ax(t0),obst_ax(t0),rel_ax(t0),dx(t0),time_of_acceleration_change,t(WP1),dt(WP1),ego_vx(WP1),obst_vx(WP1),rel_vx(WP1),ego_ax(WP1),obst_ax(WP1),rel_ax(WP1),dx(WP1),t(WP2),ttc(WP2),ego_vx(WP2),obst_vx(WP2),rel_vx(WP2),ego_ax(WP2),obst_ax(WP2),rel_ax(WP2),dx(WP2),t(EBP),ttc(EBP),ego_vx(EBP),obst_vx(EBP),rel_vx(EBP),ego_ax(EBP),obst_ax(EBP),rel_ax(EBP),dx(EBP),t(avoid),ego_vx(avoid),obst_vx(avoid),rel_vx(avoid),ego_ax(avoid),obst_ax(avoid),rel_ax(avoid),dx(avoid),t(EBP)-t(WP1),t(EBP)-t(WP2),v(WP1)-v(EBP),v(WP1)-v(avoid),Version_Major,Version_Minor,time_of_execution,coll_in_casc,t_warn_st_diff,t_warn_st_from_acc,obst_stopped_in_casc,t_part_st_diff,t_warn_dura
FAILED,Unknown reason for impact,tc_AEBS_DEV_dtChar3_ev50rv0ra0d16aOffnra_32NP,0,1108,0,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,16.000,4.004,5.005,2.561,50.006,38.756,-11.250,0.000,-3.200,-3.200,14.211,5.806,1.950,50.006,29.756,-20.250,0.000,-3.200,-3.200,10.625,6.606,0.900,42.834,20.686,-22.148,-3.499,-3.200,0.301,5.570,0.000,10.083,3.994,-6.089,-6.500,-3.198,3.301,0.000,1.602,0.801,7.172,39.923,5,0,Thu Feb 26 16:13:27 2015,BOTH_FAILED,0.0,1.0010000000000003,NOT_STOPPED,0.0,0.8010000000000002
FAILED,Unknown reason for impact,tc_AEBS_DEV_dtChar3_ev50rv0ra0d16aOffnra_6NP,0,1109,0,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,16.000,4.004,4.564,4.801,50.006,37.997,-12.009,0.000,-6.000,-6.000,14.883,5.365,1.300,50.006,20.841,-29.166,0.000,-6.000,-6.000,10.227,6.166,0.250,42.834,3.628,-39.206,-3.499,-6.000,-2.494,2.281,0.000,37.406,-0.942,-38.348,-6.490,-6.004,0.486,0.000,1.602,0.801,7.172,12.600,5,0,Thu Feb 26 16:13:27 2015,BOTH_FAILED,0.0,0.5600000000000005,NOT_STOPPED,0.0,0.8010000000000002
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_5NP,0,1125,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.205,4.001,50.006,28.491,-21.516,0.000,-5.000,-5.000,34.305,6.286,2.250,50.006,9.127,-40.880,0.000,-5.000,-5.000,24.813,7.087,1.250,42.877,0.000,-42.877,-3.499,-5.000,-1.494,14.813,9.129,0.000,0.000,0.000,-6.500,-4.992,1.507,2.477,1.882,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:27 2015,BOTH_PASSED,0.08000000000000007,1.2010000000000005,STOPPED,0.0,1.0809999999999995
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_56NP,0,1126,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.005,4.481,50.006,29.967,-20.039,0.000,-5.600,-5.600,35.109,6.126,2.200,50.006,7.523,-42.483,0.000,-5.600,-5.600,25.266,6.927,1.250,42.877,0.000,-42.877,-3.499,-5.600,-2.094,14.992,8.969,0.000,0.000,0.000,-6.499,-5.591,0.907,2.469,1.922,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:27 2015,BOTH_PASSED,0.1200000000000001,1.0010000000000003,STOPPED,0.0,1.1210000000000004
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_38NP,0,1127,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.726,3.041,50.006,27.028,-22.978,0.000,-3.800,-3.799,32.328,6.767,2.350,50.006,13.134,-36.872,0.000,-3.800,-3.799,23.563,7.567,1.300,42.877,2.250,-40.627,-3.499,-3.800,-0.293,14.641,9.569,0.000,0.000,0.000,-6.499,-3.792,2.707,2.469,1.842,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:27 2015,BOTH_PASSED,0.040000000000000036,1.7220000000000004,STOPPED,0.0,1.0410000000000004
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_36NP,0,1128,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.846,2.880,50.006,26.719,-23.288,0.000,-3.600,-3.600,31.852,6.847,2.400,50.006,14.063,-35.944,0.000,-3.600,-3.600,23.516,7.647,1.400,42.877,3.811,-39.066,-3.499,-3.600,-0.094,14.867,9.729,0.000,0.000,0.000,-6.499,-3.593,2.906,2.461,1.802,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:27 2015,BOTH_PASSED,0.0,1.8420000000000005,STOPPED,0.0,1.0010000000000003
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_4NP,0,1129,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.605,3.201,50.006,27.506,-22.500,0.000,-4.000,-4.000,32.813,6.646,2.400,50.006,12.881,-37.125,0.000,-4.000,-4.000,24.078,7.447,1.300,42.877,1.420,-41.456,-3.499,-4.000,-0.494,15.016,9.529,0.000,0.000,0.000,-6.500,-3.993,2.507,2.477,1.842,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:27 2015,BOTH_PASSED,0.04099999999999948,1.6010000000000009,STOPPED,0.0,1.0409999999999995
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_44NP,0,1130,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.405,3.521,50.006,27.858,-22.148,0.000,-4.400,-4.399,33.547,6.486,2.250,50.006,10.772,-39.234,0.000,-4.400,-4.399,24.219,7.287,1.200,42.877,0.000,-42.877,-3.499,-4.400,-0.894,14.578,9.289,0.000,0.000,0.000,-6.500,-4.393,2.107,2.461,1.882,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:27 2015,BOTH_PASSED,0.08000000000000007,1.4010000000000007,STOPPED,0.0,1.0809999999999995
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_46NP,0,1131,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.325,3.681,50.006,28.195,-21.811,0.000,-4.600,-4.600,33.859,6.406,2.300,50.006,10.350,-39.656,0.000,-4.600,-4.600,24.500,7.207,1.250,42.877,0.000,-42.877,-3.499,-4.600,-1.094,14.758,9.209,0.000,0.000,0.000,-6.500,-4.593,1.907,2.477,1.882,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:27 2015,BOTH_PASSED,0.08000000000000007,1.3210000000000006,STOPPED,0.0,1.0809999999999995
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_34NP,0,1132,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.966,2.720,50.006,26.578,-23.428,0.000,-3.400,-3.399,31.414,6.967,2.400,50.006,14.625,-35.381,0.000,-3.400,-3.399,23.133,7.768,1.400,42.877,4.964,-37.913,-3.499,-3.400,0.102,14.633,9.810,0.000,0.000,0.000,-6.499,-3.397,3.101,2.469,1.802,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:27 2015,BOTH_PASSED,0.0,1.9620000000000006,STOPPED,0.0,1.0009999999999994
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_42NP,0,1133,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.485,3.361,50.006,27.633,-22.373,0.000,-4.200,-4.200,33.250,6.526,2.350,50.006,11.911,-38.095,0.000,-4.200,-4.200,24.398,7.327,1.250,42.891,0.000,-42.891,-3.499,-4.200,-0.694,15.047,9.409,0.000,0.000,0.000,-6.500,-4.193,2.307,2.477,1.842,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.08000000000000007,1.4810000000000008,STOPPED,0.0,1.0409999999999995
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_52NP,0,1134,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.125,4.161,50.006,29.137,-20.869,0.000,-5.200,-5.200,34.641,6.246,2.200,50.006,8.269,-41.738,0.000,-5.200,-5.200,24.781,7.047,1.250,42.877,0.000,-42.877,-3.499,-5.200,-1.694,14.625,9.049,0.000,0.000,0.000,-6.500,-5.192,1.307,2.469,1.922,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.1200000000000001,1.1210000000000004,STOPPED,0.0,1.1210000000000004
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_54NP,0,1135,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.085,4.321,50.006,29.123,-20.883,0.000,-5.400,-5.399,34.758,6.166,2.250,50.006,8.241,-41.766,0.000,-5.400,-5.399,25.242,6.967,1.250,42.891,0.000,-42.891,-3.499,-5.400,-1.894,15.063,9.009,0.000,0.000,0.000,-6.499,-5.392,1.107,2.492,1.882,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.08000000000000007,1.0810000000000004,STOPPED,0.0,1.0810000000000004
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_48NP,0,1136,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,5.245,3.841,50.006,28.645,-21.361,0.000,-4.800,-4.799,34.148,6.326,2.300,50.006,10.041,-39.966,0.000,-4.800,-4.799,24.867,7.127,1.250,42.891,0.000,-42.891,-3.499,-4.800,-1.293,15.016,9.169,0.000,0.000,0.000,-6.499,-4.792,1.707,2.477,1.882,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.08000000000000007,1.2410000000000005,STOPPED,0.0,1.0809999999999995
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_58NP,0,1137,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,4.965,4.641,50.006,30.094,-19.913,0.000,-5.800,-5.799,35.250,6.086,2.150,50.006,6.862,-43.144,0.000,-5.800,-5.799,25.320,6.887,1.250,42.877,0.000,-42.877,-3.499,-5.800,-2.293,14.977,8.929,0.000,0.000,0.000,-6.499,-5.779,0.720,2.453,1.922,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.1200000000000001,0.9610000000000003,STOPPED,0.0,1.1210000000000004
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_32NP,0,1138,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,6.086,2.561,50.006,26.606,-23.400,0.000,-3.200,-3.200,31.016,7.087,2.400,50.006,15.356,-34.650,0.000,-3.200,-3.200,22.844,7.888,1.450,42.891,6.300,-36.591,-3.499,-3.200,0.301,14.594,9.970,0.000,0.000,0.000,-6.498,-3.198,3.300,2.469,1.802,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.0,2.0820000000000007,STOPPED,0.0,1.0009999999999994
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d38aOffnra_6NP,0,1139,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,4.925,4.801,50.006,30.277,-19.730,0.000,-6.000,-6.000,35.383,6.046,2.150,50.006,6.258,-43.748,0.000,-6.000,-6.000,25.383,6.847,1.250,42.877,0.000,-42.877,-3.499,-6.000,-2.494,14.984,8.889,0.000,0.000,0.000,-6.499,-5.972,0.527,2.469,1.922,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.1200000000000001,0.9210000000000003,STOPPED,0.0,1.1210000000000004
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_5NP,0,1155,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.325,4.001,50.006,26.339,-23.667,0.000,-5.000,-5.000,39.531,6.526,2.300,50.006,4.823,-45.183,0.000,-5.000,-5.000,27.930,7.327,1.450,42.933,0.000,-42.933,-3.499,-5.000,-1.494,17.469,9.729,0.000,0.000,0.000,-6.495,-4.968,1.526,2.500,2.002,0.801,7.073,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.4009999999999998,1.3210000000000006,STOPPED,0.2010000000000005,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_56NP,0,1156,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.165,4.481,50.006,26.761,-23.245,0.000,-5.600,-5.600,40.125,6.366,2.200,50.006,2.714,-47.292,0.000,-5.600,-5.600,28.242,7.167,1.450,42.933,0.000,-42.933,-3.499,-5.600,-2.094,17.625,9.609,0.000,0.000,0.000,-6.493,-5.566,0.927,2.500,2.002,0.801,7.073,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.40000000000000036,1.1610000000000005,STOPPED,0.20000000000000018,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_38NP,0,1157,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.926,3.041,50.006,24.356,-25.650,0.000,-3.800,-3.799,36.953,7.127,2.250,50.006,8.325,-41.681,0.000,-3.800,-3.799,25.602,7.928,1.300,42.891,0.000,-42.891,-3.499,-3.800,-0.293,15.648,10.090,0.000,0.000,0.000,-6.500,-3.792,2.707,2.484,2.002,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.2400000000000002,1.9220000000000006,STOPPED,0.040000000000000036,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_36NP,0,1158,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,6.046,2.880,50.006,24.188,-25.819,0.000,-3.600,-3.600,36.469,7.247,2.250,50.006,9.000,-41.006,0.000,-3.600,-3.600,25.195,8.048,1.300,42.891,0.000,-42.891,-3.499,-3.600,-0.094,15.453,10.170,0.000,0.000,0.000,-6.498,-3.593,2.905,2.477,2.002,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.23999999999999932,2.0420000000000007,STOPPED,0.040000000000000036,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_4NP,0,1159,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.806,3.201,50.006,24.694,-25.313,0.000,-4.000,-4.000,37.461,7.007,2.250,50.006,7.819,-42.188,0.000,-4.000,-4.000,26.070,7.808,1.350,42.905,0.000,-42.905,-3.499,-4.000,-0.494,16.008,10.010,0.000,0.000,0.000,-6.498,-3.993,2.505,2.477,2.002,0.801,7.102,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.28000000000000025,1.8020000000000005,STOPPED,0.08000000000000007,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_44NP,0,1160,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.565,3.521,50.006,25.327,-24.680,0.000,-4.400,-4.399,38.492,6.767,2.250,50.006,6.342,-43.664,0.000,-4.400,-4.399,26.961,7.567,1.400,42.919,0.000,-42.919,-3.499,-4.400,-0.894,16.648,9.890,0.000,0.000,0.000,-6.497,-4.392,2.104,2.477,2.002,0.801,7.088,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.32099999999999973,1.5610000000000008,STOPPED,0.11999999999999922,1.202
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_46NP,0,1161,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.485,3.681,50.006,25.552,-24.455,0.000,-4.600,-4.600,38.813,6.687,2.250,50.006,5.723,-44.283,0.000,-4.600,-4.600,27.219,7.487,1.400,42.919,0.000,-42.919,-3.499,-4.600,-1.094,16.828,9.810,0.000,0.000,0.000,-6.495,-4.592,1.903,2.492,2.002,0.801,7.088,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.36099999999999977,1.4810000000000008,STOPPED,0.16000000000000014,1.202
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_34NP,0,1162,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,6.206,2.720,50.006,23.709,-26.297,0.000,-3.400,-3.399,35.727,7.407,2.200,50.006,9.366,-40.641,0.000,-3.400,-3.399,24.438,8.208,1.250,42.877,0.000,-42.877,-3.499,-3.400,0.102,14.828,10.250,0.000,0.000,0.000,-6.500,-3.397,3.102,2.469,2.002,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.1999999999999993,2.202000000000001,STOPPED,0.0,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_42NP,0,1163,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.686,3.361,50.006,24.609,-25.397,0.000,-4.200,-4.200,37.898,6.887,2.200,50.006,6.469,-43.538,0.000,-4.200,-4.200,26.281,7.688,1.350,42.905,0.000,-42.905,-3.499,-4.200,-0.694,16.008,9.890,0.000,0.000,0.000,-6.498,-4.193,2.305,2.477,2.002,0.801,7.102,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.28000000000000025,1.6820000000000004,STOPPED,0.08000000000000007,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_52NP,0,1164,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.285,4.161,50.006,26.156,-23.850,0.000,-5.200,-5.200,39.625,6.486,2.200,50.006,3.797,-46.209,0.000,-5.200,-5.200,27.813,7.287,1.450,42.919,0.000,-42.919,-3.499,-5.200,-1.694,17.258,9.689,0.000,0.000,0.000,-6.488,-5.167,1.322,2.516,2.002,0.801,7.088,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.36099999999999977,1.2810000000000006,STOPPED,0.16000000000000014,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_54NP,0,1165,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.205,4.321,50.006,26.803,-23.203,0.000,-5.400,-5.399,40.008,6.406,2.250,50.006,3.600,-46.406,0.000,-5.400,-5.399,28.266,7.207,1.500,42.933,0.000,-42.933,-3.499,-5.400,-1.894,17.711,9.689,0.000,0.000,0.000,-6.495,-5.366,1.129,2.500,2.002,0.801,7.073,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.40000000000000036,1.2010000000000005,STOPPED,0.20000000000000018,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_48NP,0,1166,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.405,3.841,50.006,25.889,-24.117,0.000,-4.800,-4.799,39.133,6.606,2.250,50.006,5.217,-44.789,0.000,-4.800,-4.799,27.531,7.407,1.450,42.919,0.000,-42.919,-3.499,-4.800,-1.293,17.086,9.770,0.000,0.000,0.000,-6.495,-4.791,1.704,2.492,2.002,0.801,7.088,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.36099999999999977,1.4010000000000007,STOPPED,0.16100000000000048,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_58NP,0,1167,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.085,4.641,50.006,27.605,-22.402,0.000,-5.800,-5.799,40.531,6.286,2.250,50.006,2.714,-47.292,0.000,-5.800,-5.799,28.781,7.087,1.500,42.933,0.000,-42.933,-3.499,-5.800,-2.293,18.164,9.609,0.000,0.000,0.000,-6.496,-5.765,0.731,2.516,2.002,0.801,7.073,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.4400000000000004,1.0810000000000004,STOPPED,0.2400000000000002,1.2009999999999996
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_32NP,0,1168,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,6.366,2.561,50.006,23.456,-26.550,0.000,-3.200,-3.200,35.047,7.527,2.250,50.006,10.406,-39.600,0.000,-3.200,-3.200,24.258,8.328,1.300,42.877,1.336,-41.541,-3.499,-3.200,0.301,14.898,10.370,0.000,0.000,0.000,-6.500,-3.198,3.301,2.484,1.962,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.16000000000000014,2.362,STOPPED,0.0,1.1610000000000005
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d44aOffnra_6NP,0,1169,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,5.045,4.801,50.006,27.703,-22.303,0.000,-6.000,-6.000,40.672,6.246,2.200,50.006,1.969,-48.038,0.000,-6.000,-6.000,28.813,7.047,1.500,42.933,0.000,-42.933,-3.499,-6.000,-2.494,18.164,9.569,0.000,0.000,0.000,-6.496,-5.965,0.531,2.516,2.002,0.801,7.073,50.006,5,0,Thu Feb 26 16:13:28 2015,BOTH_PASSED,0.4400000000000004,1.0410000000000004,STOPPED,0.23999999999999932,1.2010000000000005
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d34aOffnra_5NP,0,1185,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,5.085,4.001,50.006,30.642,-19.364,0.000,-5.000,-5.000,31.008,6.006,2.450,50.006,14.147,-35.859,0.000,-5.000,-5.000,23.820,6.807,1.250,42.877,0.000,-42.877,-3.499,-5.000,-1.494,14.711,8.809,0.000,0.000,0.000,-6.499,-4.992,1.507,2.469,1.722,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:29 2015,BOTH_PASSED,-0.08000000000000007,1.0810000000000004,STOPPED,0.0,0.9210000000000003
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d34aOffnra_56NP,0,1186,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,4.925,4.481,50.006,31.570,-18.436,0.000,-5.600,-5.600,31.539,5.846,2.450,50.006,13.134,-36.872,0.000,-5.600,-5.600,24.383,6.646,1.250,42.877,0.000,-42.877,-3.499,-5.600,-2.094,14.914,8.688,0.000,0.000,0.000,-6.500,-5.591,0.908,2.484,1.722,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:29 2015,BOTH_PASSED,-0.08000000000000007,0.9210000000000003,STOPPED,0.0,0.9210000000000003
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d34aOffnra_38NP,0,1187,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,5.565,3.041,50.006,29.166,-20.841,0.000,-3.800,-3.799,29.320,6.446,2.550,50.006,17.409,-32.597,0.000,-3.800,-3.799,22.688,7.247,1.450,42.891,6.525,-36.366,-3.499,-3.800,-0.293,14.703,9.329,0.000,0.000,0.000,-6.498,-3.792,2.706,2.469,1.682,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:29 2015,BOTH_PASSED,-0.1200000000000001,1.5610000000000008,STOPPED,0.0,0.8809999999999993
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d34aOffnra_36NP,0,1188,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,5.686,2.880,50.006,28.744,-21.262,0.000,-3.600,-3.600,28.859,6.566,2.500,50.006,17.606,-32.400,0.000,-3.600,-3.600,22.203,7.367,1.450,42.877,7.355,-35.522,-3.499,-3.600,-0.094,14.336,9.409,0.000,0.000,0.000,-6.500,-3.593,2.907,2.484,1.682,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:29 2015,BOTH_PASSED,-0.12099999999999955,1.6820000000000004,STOPPED,0.0,0.8799999999999999
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d34aOffnra_4NP,0,1189,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,5.485,3.201,50.006,29.194,-20.813,0.000,-4.000,-4.000,29.547,6.366,2.550,50.006,16.819,-33.188,0.000,-4.000,-4.000,22.844,7.167,1.400,42.877,5.358,-37.519,-3.499,-4.000,-0.494,14.648,9.209,0.000,0.000,0.000,-6.500,-3.993,2.507,2.484,1.682,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:29 2015,BOTH_PASSED,-0.1200000000000001,1.4810000000000008,STOPPED,0.0,0.8809999999999993
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d34aOffnra_44NP,0,1190,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,5.285,3.521,50.006,29.756,-20.250,0.000,-4.400,-4.399,30.273,6.166,2.550,50.006,15.834,-34.172,0.000,-4.400,-4.399,23.516,6.967,1.350,42.891,3.178,-39.712,-3.499,-4.400,-0.894,14.969,9.049,0.000,0.000,0.000,-6.500,-4.393,2.107,2.477,1.682,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:29 2015,BOTH_PASSED,-0.08000000000000007,1.2810000000000006,STOPPED,0.0,0.8810000000000002
PASSED,-,tc_AEBS_DEV_dtChar3_ev50rv0ra0d34aOffnra_46NP,0,1191,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,5.205,3.681,50.006,30.178,-19.828,0.000,-4.600,-4.600,30.563,6.126,2.450,50.006,14.977,-35.030,0.000,-4.600,-4.600,23.453,6.927,1.300,42.877,1.758,-41.119,-3.499,-4.600,-1.094,14.648,8.929,0.000,0.000,0.000,-6.499,-4.593,1.906,2.461,1.722,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:29 2015,BOTH_PASSED,-0.08000000000000007,1.2010000000000005,STOPPED,0.0,0.9210000000000003
